1000	1000	0.00345531	0.000188613
1000	1050	0.00337597	0.000184418
1000	1100	0.00291041	0.000161603
1050	1900	0.00033325	0.000028297
1000	1150	0.00251862	0.000144281
1000	1200	0.00218598	0.000128041
1000	1250	0.00172080	0.000104334
1000	1300	0.00166001	0.000101066
1000	1350	0.00145010	0.000090063
1000	1400	0.00133488	0.000085661
1000	1450	0.00116719	0.000076647
1000	1500	0.00097616	0.000064960
1000	1550	0.00089624	0.000061362
1000	1600	0.00078671	0.000055155
1000	1650	0.00069179	0.000049596
1000	1700	0.00060872	0.000044974
1000	1750	0.00053632	0.000040562
1000	1800	0.00047293	0.000036741
1000	1850	0.00042815	0.000034156
1000	1900	0.00037608	0.000030826
1000	1950	0.00032620	0.000027695
1000	2000	0.00029499	0.000025662
1000	2050	0.00025974	0.000023435
1000	2100	0.00023102	0.000021562
1000	2150	0.00020469	0.000019692
1000	2200	0.00018146	0.000018031
1000	2250	0.00016319	0.000016812
1000	2300	0.00014481	0.000015490
1000	2350	0.00012851	0.000014276
1000	2400	0.00011531	0.000013299
1000	2450	0.00010141	0.000012192
1000	2500	0.00009013	0.000011317
100	1000	0.07626046	0.002629844
100	1050	0.06277957	0.002216296
100	1100	0.05256561	0.001874390
100	1150	0.04375540	0.001636027
100	1200	0.03673807	0.001395942
100	1250	0.03130749	0.001205287
100	1300	0.02558106	0.001027692
100	1350	0.02165177	0.000883377
100	1400	0.01852929	0.000775748
100	1450	0.01570427	0.000675619
100	1500	0.01348227	0.000591706
100	1550	0.01165769	0.000523832
100	1600	0.00960236	0.000445953
100	1650	0.00826689	0.000392586
100	1700	0.00713335	0.000346549
100	1750	0.00622265	0.000307632
100	1800	0.00549401	0.000277944
100	1850	0.00476959	0.000245715
100	1900	0.00414680	0.000219875
100	1950	0.00346883	0.000187635
100	2000	0.00314547	0.000173434
100	2050	0.00283638	0.000161840
100	2100	0.00235556	0.000135269
100	2150	0.00213572	0.000126241
100	2200	0.00180738	0.000108323
100	2250	0.00162806	0.000100256
100	2300	0.00137327	0.000086152
100	2350	0.00124287	0.000079833
100	2400	0.00109359	0.000072076
100	2450	0.00095463	0.000064230
100	2500	0.00085847	0.000059312
1050	1000	0.00303017	0.000169286
1050	1050	0.00293647	0.000162759
1050	1100	0.00253419	0.000145089
1050	1150	0.00218166	0.000126323
1050	1200	0.00190849	0.000114056
1050	1250	0.00151311	0.000093298
1050	1300	0.00145222	0.000090391
1050	1350	0.00133585	0.000086032
1050	1400	0.00111276	0.000072399
1050	1450	0.00097650	0.000065101
1050	1500	0.00089605	0.000061359
1050	1550	0.00078657	0.000055116
1050	1600	0.00066446	0.000047615
1050	1650	0.00062313	0.000045898
1050	1700	0.00053585	0.000040475
1050	1750	0.00047258	0.000036651
